Protein names,Gene names,OIS_CM,OIS_F20,OIS_F8,Vector_CM,Vector_F20,Vector_F8
"Thioredoxin reductase 1, cytoplasmic",TXNRD1,26.42233333333333,25.10943333333333,26.296766666666667,26.401733333333336,24.183999999999997,26.89466666666667
Ubiquitin-like modifier-activating enzyme 1,UBA1,28.187033333333336,24.79243333333333,29.07123333333333,26.962766666666667,25.288833333333333,29.397966666666665
Ubiquitin-conjugating enzyme E2 L3,UBE2L3,28.069266666666667,24.44943333333333,23.5754,26.75016666666667,25.5795,24.6962
Putative ubiquitin-conjugating enzyme E2 N-like,UBE2NL;UBE2N,27.80333333333333,24.59476666666667,28.062700000000003,27.227500000000003,25.167366666666666,27.9505
Ubiquitin conjugation factor E4 B,UBE4B,27.199766666666665,25.2329,24.708333333333332,25.903033333333337,24.9234,24.353099999999998
E3 ubiquitin-protein ligase UBR4,UBR4,23.626966666666664,24.259133333333335,24.36196666666667,24.5718,25.293966666666666,24.480266666666665
Ubiquitin carboxyl-terminal hydrolase isozyme L1;Ubiquitin carboxyl-terminal hydrolase,UCHL1,31.809933333333333,27.95126666666667,30.517,30.744699999999998,28.212100000000003,31.1724
UDP-glucose 6-dehydrogenase,UGDH,26.084433333333333,25.206833333333332,27.155066666666666,24.12736666666667,24.277066666666666,27.513333333333332
UTP--glucose-1-phosphate uridylyltransferase,UGP2,25.288466666666665,24.78386666666667,25.362399999999997,23.7658,24.9108,25.234866666666665
Vesicle-associated membrane protein 3,VAMP3,23.9593,24.7453,27.261300000000002,24.17373333333333,25.664199999999997,27.39173333333333
Vesicle-associated membrane protein 5,VAMP5,24.56316666666667,25.019900000000003,25.30503333333333,24.14,25.529899999999998,27.8546
Valine--tRNA ligase,VARS,24.442733333333337,24.004133333333332,26.977033333333335,24.359733333333335,25.362233333333336,26.501633333333334
Prefoldin subunit 3,VBP1,24.249200000000002,25.088533333333334,24.796233333333333,24.721633333333333,25.304199999999998,24.6044
Transitional endoplasmic reticulum ATPase,VCP,29.808566666666668,31.2944,29.87493333333333,28.624633333333332,30.64003333333333,30.352666666666668
Vascular endothelial growth factor C,VEGFC,29.970233333333336,24.78146666666667,24.255633333333332,28.4432,24.4786,24.9893
Vimentin,VIM,35.66396666666667,33.567033333333335,34.22023333333333,34.5461,32.9773,34.347566666666665
Vacuolar protein sorting-associated protein 28 homolog,VPS28,23.507333333333335,25.460233333333335,27.229666666666663,23.619566666666667,24.6318,27.9879
Vacuolar protein sorting-associated protein 37C,VPS37C,24.26133333333333,25.131733333333333,25.59306666666667,24.294366666666665,24.637166666666662,25.816166666666664
Vacuolar protein sorting-associated protein 4A,VPS4A,24.4752,24.9404,26.6455,24.666366666666665,24.837633333333333,27.0304
WD repeat-containing protein 1,WDR1,31.12353333333333,28.857,30.934066666666666,30.237966666666665,30.3034,31.1972
WAP four-disulfide core domain protein 1,WFDC1,24.8407,24.920166666666663,24.591933333333333,26.4455,25.404799999999998,24.9412
"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed;Tyrosine--tRNA ligase",YARS,24.770333333333337,24.945333333333334,26.511799999999997,24.075366666666667,25.53996666666667,26.3836
Nuclease-sensitive element-binding protein 1,YBX1,25.15416666666667,26.659499999999998,24.05826666666667,24.3176,25.48476666666667,25.743233333333336
Non-specific protein-tyrosine kinase;Tyrosine-protein kinase Yes;Tyrosine-protein kinase Fyn,YES1;FYN,24.6383,25.585333333333335,26.987399999999997,24.26066666666667,25.590766666666667,26.361733333333333
14-3-3 protein epsilon,YWHAE,29.948800000000002,29.796466666666664,30.744266666666665,30.825233333333333,29.718766666666667,30.811733333333336
"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",YWHAG,30.55933333333333,29.325366666666667,31.417033333333336,30.0304,29.437866666666668,30.952366666666666
14-3-3 protein eta,YWHAH,27.889366666666664,28.085800000000003,29.011433333333333,27.75186666666667,28.0902,29.695633333333333
14-3-3 protein theta,YWHAQ,29.148266666666668,29.0658,30.522466666666663,28.813,28.94836666666667,30.88383333333333
14-3-3 protein zeta/delta,YWHAZ,31.565299999999997,31.643966666666667,32.635933333333334,31.6788,31.05043333333333,32.50176666666667
Palmitoyltransferase ZDHHC5,ZDHHC5,23.332399999999996,25.5882,28.58366666666667,23.841466666666665,25.1322,28.555933333333332
Zyxin,ZYX,27.50776666666667,25.21003333333333,28.5732,26.7841,25.008166666666668,28.511433333333333
